Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO region
,Syria,34.802075,38.99681500000001,2020-04-16,33,2,0,31,EMRO
,Timor-Leste,-8.874217,125.727539,2020-04-16,18,0,0,18,SEARO
,Belize,17.1899,-88.4976,2020-04-16,18,2,0,16,PAHO
,Laos,19.856270000000002,102.495496,2020-04-16,19,0,2,17,WPRO
,Libya,26.3351,17.228331,2020-04-16,49,1,11,37,EMRO
,West Bank and Gaza,31.9522,35.2332,2020-04-16,294,2,63,229,EMRO
,Guinea-Bissau,11.8037,-15.1804,2020-04-16,43,0,0,43,AFRO
,Mali,17.570692,-3.996166000000001,2020-04-16,171,13,0,158,AFRO
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-16,14,0,0,14,PAHO
Northwest Territories,Canada,64.8255,-124.8457,2020-04-16,5,0,0,5,PAHO
Yukon,Canada,64.2823,-135.0,2020-04-16,8,0,0,8,PAHO
,Kosovo,42.602636,20.902977,2020-04-16,449,11,79,359,EURO
,Burma,21.9162,95.956,2020-04-16,85,4,2,79,SEARO
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-16,3,0,1,2,EURO
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-16,3,0,2,1,EURO
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-16,11,1,0,10,EURO
,Botswana,-22.3285,24.6849,2020-04-16,15,1,0,14,AFRO
,Burundi,-3.3731,29.9189,2020-04-16,5,1,0,4,AFRO
,Sierra Leone,8.460555000000001,-11.779889,2020-04-16,15,0,0,15,AFRO
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-04-16,3,0,0,3,EURO
,Malawi,-13.2543,34.3015,2020-04-16,16,2,0,14,AFRO
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-16,11,0,1,10,EURO
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-16,1,0,0,1,EURO
,South Sudan,6.8770000000000024,31.307,2020-04-16,4,0,0,4,EMRO
,Western Sahara,24.2155,-12.8858,2020-04-16,6,0,0,6,AFRO
,Sao Tome and Principe,0.1864,6.6131,2020-04-16,4,0,0,4,AFRO
,Yemen,15.552726999999999,48.516388,2020-04-16,1,0,0,1,EMRO
,Comoros,-11.6455,43.3333,2020-04-16,0,0,0,0,AFRO
,Tajikistan,38.861,71.2761,2020-04-16,0,0,0,0,EURO
,Lesotho,-29.61,28.2336,2020-04-16,0,0,0,0,AFRO
,Afghanistan,33.93911,67.709953,2020-04-17,906,30,99,777,EMRO
,Albania,41.1533,20.1683,2020-04-17,539,26,283,230,EURO
,Algeria,28.0339,1.6596,2020-04-17,2418,364,846,1208,AFRO
,Andorra,42.5063,1.5218,2020-04-17,696,35,191,470,EURO
,Angola,-11.2027,17.8739,2020-04-17,19,2,5,12,AFRO
,Antigua and Barbuda,17.0608,-61.7964,2020-04-17,23,3,3,17,PAHO
,Argentina,-38.4161,-63.6167,2020-04-17,2669,123,666,1880,PAHO
,Armenia,40.0691,45.0382,2020-04-17,1201,19,402,780,EURO
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-17,103,3,81,19,WPRO
New South Wales,Australia,-33.8688,151.2093,2020-04-17,2926,26,1379,1521,WPRO
Northern Territory,Australia,-12.4634,130.8456,2020-04-17,28,0,9,19,WPRO
Queensland,Australia,-27.4698,153.0251,2020-04-17,1007,5,442,560,WPRO
South Australia,Australia,-34.9285,138.6007,2020-04-17,435,4,331,100,WPRO
Tasmania,Australia,-42.8821,147.3272,2020-04-17,180,7,67,106,WPRO
Victoria,Australia,-37.8136,144.9631,2020-04-17,1302,14,1159,129,WPRO
Western Australia,Australia,-31.9505,115.8605,2020-04-17,541,7,340,194,WPRO
,Austria,47.5162,14.5501,2020-04-17,14595,431,9704,4460,EURO
,Azerbaijan,40.1431,47.5769,2020-04-17,1340,15,528,797,EURO
,Bahamas,25.025885,-78.035889,2020-04-17,54,9,6,39,PAHO
,Bahrain,26.0275,50.55,2020-04-17,1740,7,725,1008,EMRO
,Bangladesh,23.685,90.3563,2020-04-17,1838,75,58,1705,SEARO
,Barbados,13.1939,-59.5432,2020-04-17,75,5,15,55,PAHO
,Belarus,53.7098,27.9534,2020-04-17,4779,42,342,4395,EURO
,Belgium,50.8333,4.469936,2020-04-17,36138,5163,7961,23014,EURO
,Benin,9.3077,2.3158,2020-04-17,35,1,18,16,AFRO
,Bhutan,27.5142,90.4336,2020-04-17,5,0,2,3,SEARO
,Bolivia,-16.2902,-63.5887,2020-04-17,465,31,26,408,PAHO
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-17,1214,46,320,848,EURO
,Brazil,-14.235,-51.9253,2020-04-17,33682,2141,14026,17515,PAHO
,Brunei,4.5353,114.7277,2020-04-17,136,1,112,23,WPRO
,Bulgaria,42.7339,25.4858,2020-04-17,846,41,141,664,EURO
,Burkina Faso,12.2383,-1.5616,2020-04-17,557,35,294,228,AFRO
,Cabo Verde,16.5388,-23.0418,2020-04-17,56,1,1,54,AFRO
,Cambodia,11.55,104.9167,2020-04-17,122,0,98,24,WPRO
,Cameroon,3.8480000000000003,11.5021,2020-04-17,996,22,164,810,AFRO
Alberta,Canada,53.9333,-116.5765,2020-04-17,2397,50,0,2347,PAHO
British Columbia,Canada,53.7267,-127.6476,2020-04-17,1575,77,0,1498,PAHO
Grand Princess,Canada,0.0,0.0,2020-04-17,13,0,0,13,PAHO
Manitoba,Canada,53.7609,-98.8139,2020-04-17,250,5,0,245,PAHO
New Brunswick,Canada,46.5653,-66.4619,2020-04-17,117,0,0,117,PAHO
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-17,256,3,0,253,PAHO
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-04-17,606,4,0,602,PAHO
Ontario,Canada,51.2538,-85.3232,2020-04-17,10456,524,0,9932,PAHO
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-17,26,0,0,26,PAHO
Quebec,Canada,52.9399,-73.5491,2020-04-17,16798,688,0,16110,PAHO
Saskatchewan,Canada,52.9399,-106.4509,2020-04-17,307,4,0,303,PAHO
,Central African Republic,6.6111,20.9394,2020-04-17,12,0,4,8,AFRO
,Chad,15.4542,18.7322,2020-04-17,27,0,5,22,AFRO
,Chile,-35.6751,-71.543,2020-04-17,9252,116,3621,5515,PAHO
Anhui,China,31.8257,117.2264,2020-04-17,991,6,984,1,WPRO
Beijing,China,40.1824,116.4142,2020-04-17,593,8,509,76,WPRO
Chongqing,China,30.0572,107.874,2020-04-17,579,6,570,3,WPRO
Fujian,China,26.0789,117.9874,2020-04-17,354,1,334,19,WPRO
Gansu,China,35.7518,104.2861,2020-04-17,139,2,137,0,WPRO
Guangdong,China,23.3417,113.4244,2020-04-17,1577,8,1475,94,WPRO
Guangxi,China,23.8298,108.7881,2020-04-17,254,2,252,0,WPRO
Guizhou,China,26.8154,106.8748,2020-04-17,146,2,144,0,WPRO
Hainan,China,19.1959,109.7453,2020-04-17,168,6,162,0,WPRO
Hebei,China,39.549,116.1306,2020-04-17,328,6,0,322,WPRO
Heilongjiang,China,47.861999999999995,127.7615,2020-04-17,872,13,471,388,WPRO
Henan,China,37.8957,114.9042,2020-04-17,1276,22,0,1254,WPRO
Hong Kong,China,22.3,114.2,2020-04-17,1021,4,533,484,WPRO
Hubei,China,30.9756,112.2707,2020-04-17,68128,4512,63487,129,WPRO
Hunan,China,27.6104,111.7088,2020-04-17,1019,4,1014,1,WPRO
Inner Mongolia,China,44.0935,113.9448,2020-04-17,193,1,103,89,WPRO
Jiangsu,China,32.9711,119.455,2020-04-17,653,0,643,10,WPRO
Jiangxi,China,27.614,115.7221,2020-04-17,937,1,936,0,WPRO
Jilin,China,43.6661,126.1923,2020-04-17,102,1,97,4,WPRO
Liaoning,China,41.2956,122.6085,2020-04-17,146,2,140,4,WPRO
Macau,China,22.1667,113.55,2020-04-17,45,0,16,29,WPRO
Ningxia,China,37.2692,106.1655,2020-04-17,75,0,75,0,WPRO
Qinghai,China,35.7452,95.9956,2020-04-17,18,0,18,0,WPRO
Shaanxi,China,35.1917,108.8701,2020-04-17,256,3,252,1,WPRO
Shandong,China,36.3427,118.1498,2020-04-17,787,7,761,19,WPRO
Shanghai,China,31.201999999999998,121.4491,2020-04-17,628,7,512,109,WPRO
Shanxi,China,37.5777,112.2922,2020-04-17,197,0,135,62,WPRO
Sichuan,China,30.6171,102.7103,2020-04-17,560,3,552,5,WPRO
Tianjin,China,39.3054,117.323,2020-04-17,189,3,173,13,WPRO
Tibet,China,31.6927,88.0924,2020-04-17,1,0,1,0,WPRO
Xinjiang,China,41.1129,85.2401,2020-04-17,76,3,73,0,WPRO
Yunnan,China,24.974,101.48700000000001,2020-04-17,184,2,177,5,WPRO
Zhejiang,China,29.1832,120.0934,2020-04-17,1268,1,1246,21,WPRO
,Colombia,4.5709,-74.2973,2020-04-17,3439,153,634,2652,PAHO
,Republic of the Congo,-0.228,15.8277,2020-04-17,143,6,11,126,AFRO
,Democratic Republic of the Congo,-4.0383,21.7587,2020-04-17,287,23,25,239,AFRO
,Costa Rica,9.7489,-83.7534,2020-04-17,649,4,88,557,PAHO
,Cote d'Ivoire,7.54,-5.5471,2020-04-17,688,6,193,489,AFRO
,Croatia,45.1,15.2,2020-04-17,1814,36,600,1178,EURO
,Cuba,21.521757,-77.78116700000002,2020-04-17,923,31,0,892,PAHO
,Cyprus,35.1264,33.4299,2020-04-17,750,12,77,661,EURO
,Czechia,49.8175,15.472999999999999,2020-04-17,6549,173,1174,5202,EURO
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-17,184,0,171,13,EURO
Greenland,Greenland,71.7069,-42.6043,2020-04-17,11,0,11,0,EURO
,Denmark,56.2639,9.5018,2020-04-17,7073,336,3389,3348,EURO
,Djibouti,11.8251,42.5903,2020-04-17,732,2,76,654,EMRO
,Dominican Republic,18.7357,-70.1627,2020-04-17,4126,200,268,3658,PAHO
,Ecuador,-1.8312,-78.1834,2020-04-17,8450,421,838,7191,PAHO
,Egypt,26.820553000000004,30.802497999999996,2020-04-17,2844,205,646,1993,EMRO
,El Salvador,13.7942,-88.8965,2020-04-17,177,7,38,132,PAHO
,Equatorial Guinea,1.6508,10.2679,2020-04-17,79,0,4,75,AFRO
,Eritrea,15.1794,39.7823,2020-04-17,35,0,0,35,AFRO
,Estonia,58.5953,25.0136,2020-04-17,1459,38,145,1276,EURO
,Eswatini,-26.5225,31.4659,2020-04-17,16,1,8,7,AFRO
,Ethiopia,9.145,40.4897,2020-04-17,96,3,15,78,AFRO
,Fiji,-17.7134,178.065,2020-04-17,17,0,0,17,WPRO
,Finland,61.92411,25.748151,2020-04-17,3489,82,1700,1707,EURO
French Guiana,France,3.9339,-53.1258,2020-04-17,96,0,61,35,EURO
French Polynesia,France,-17.6797,149.4068,2020-04-17,55,0,0,55,EURO
Guadeloupe,France,16.265,-61.551,2020-04-17,145,8,67,70,EURO
Mayotte,France,-12.8275,45.166244,2020-04-17,245,4,117,124,EURO
New Caledonia,France,-20.904304999999997,165.618042,2020-04-17,18,0,14,4,EURO
Reunion,France,-21.1151,55.5364,2020-04-17,402,0,237,165,EURO
Saint Barthelemy,France,17.9,-62.8333,2020-04-17,6,0,4,2,EURO
St Martin,France,18.0708,-63.0501,2020-04-17,35,2,13,20,EURO
Martinique,France,14.6415,-61.0242,2020-04-17,158,8,73,77,EURO
,France,46.2276,2.2137,2020-04-17,146923,18661,33834,94428,EURO
,Gabon,-0.8037,11.6094,2020-04-17,108,1,7,100,AFRO
,Gambia,13.4432,-15.3101,2020-04-17,9,1,2,6,AFRO
,Georgia,42.3154,43.3569,2020-04-17,370,3,79,288,EURO
,Germany,51.165690999999995,10.451526,2020-04-17,141397,4352,83114,53931,EURO
,Ghana,7.9465,-1.0232,2020-04-17,641,8,83,550,AFRO
,Greece,39.0742,21.8243,2020-04-17,2224,108,269,1847,EURO
,Guatemala,15.7835,-90.2308,2020-04-17,214,7,21,186,PAHO
,Guinea,9.9456,-9.6966,2020-04-17,477,3,59,415,AFRO
,Guyana,4.860416000000002,-58.93018000000001,2020-04-17,63,6,0,57,PAHO
,Haiti,18.9712,-72.2852,2020-04-17,43,3,0,40,PAHO
,Holy See,41.9029,12.4534,2020-04-17,8,0,2,6,EURO
,Honduras,15.2,-86.2419,2020-04-17,442,41,10,391,PAHO
,Hungary,47.1625,19.5033,2020-04-17,1763,156,207,1400,EURO
,Iceland,64.9631,-19.0208,2020-04-17,1754,9,1224,521,EURO
,India,20.593684,78.96288,2020-04-17,14352,486,2041,11825,SEARO
,Indonesia,-0.7893,113.9213,2020-04-17,5923,520,607,4796,SEARO
,Iran,32.427908,53.68804599999999,2020-04-17,79494,4958,54064,20472,EMRO
,Iraq,33.223191,43.679291,2020-04-17,1482,81,906,495,EMRO
,Ireland,53.1424,-7.6921,2020-04-17,13980,530,77,13373,EURO
,Israel,31.046051000000002,34.851612,2020-04-17,12982,151,3126,9705,EURO
,Italy,41.87194,12.56738,2020-04-17,172434,22745,42727,106962,EURO
,Jamaica,18.1096,-77.2975,2020-04-17,143,5,25,113,PAHO
,Japan,36.204824,138.252924,2020-04-17,9958,217,935,8806,WPRO
,Jordan,31.24,36.51,2020-04-17,407,7,265,135,EMRO
,Kazakhstan,48.0196,66.9237,2020-04-17,1546,17,347,1182,EURO
,Kenya,-0.0236,37.9062,2020-04-17,246,11,53,182,AFRO
,South Korea,35.90775700000001,127.766922,2020-04-17,10635,230,0,10405,WPRO
,Kuwait,29.311659999999996,47.481766,2020-04-17,1658,5,258,1395,EMRO
,Kyrgyzstan,41.20438,74.766098,2020-04-17,489,5,114,370,EURO
,Latvia,56.8796,24.6032,2020-04-17,682,5,88,589,EURO
,Lebanon,33.8547,35.8623,2020-04-17,668,21,86,561,EMRO
,Liberia,6.4280550000000005,-9.429499,2020-04-17,76,7,7,62,AFRO
,Liechtenstein,47.14,9.55,2020-04-17,79,1,77,1,EURO
,Lithuania,55.1694,23.8813,2020-04-17,1149,33,210,906,EURO
,Luxembourg,49.8153,6.1296,2020-04-17,3480,72,579,2829,EURO
,Madagascar,-18.766947000000002,46.869107,2020-04-17,117,0,33,84,AFRO
,Malaysia,4.210483999999999,101.97576600000001,2020-04-17,5251,86,2967,2198,WPRO
,Maldives,3.2028,73.2207,2020-04-17,28,0,16,12,SEARO
,Malta,35.9375,14.3754,2020-04-17,422,3,91,328,EURO
,Mauritania,21.0079,-10.9408,2020-04-17,7,1,2,4,AFRO
,Mauritius,-20.348404000000002,57.552152,2020-04-17,324,9,108,207,AFRO
,Mexico,23.6345,-102.5528,2020-04-17,6875,546,2125,4204,PAHO
,Moldova,47.4116,28.3699,2020-04-17,2264,56,276,1932,EURO
,Monaco,43.7333,7.4167,2020-04-17,94,3,20,71,EURO
,Mongolia,46.8625,103.8467,2020-04-17,31,0,5,26,WPRO
,Montenegro,42.708678000000006,19.37439,2020-04-17,303,5,55,243,EURO
,Morocco,31.7917,-7.0926,2020-04-17,2564,135,281,2148,EMRO
,Namibia,-22.9576,18.4904,2020-04-17,16,0,4,12,AFRO
,Nepal,28.1667,84.25,2020-04-17,30,0,2,28,SEARO
Aruba,Netherlands,12.5211,-69.9683,2020-04-17,96,2,43,51,EURO
Curacao,Netherlands,12.1696,-68.99,2020-04-17,14,1,10,3,EURO
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-17,57,9,12,36,EURO
,Netherlands,52.1326,5.2913,2020-04-17,30449,3459,0,26990,EURO
,New Zealand,-40.9006,174.886,2020-04-17,1409,11,816,582,WPRO
,Nicaragua,12.865416,-85.207229,2020-04-17,9,1,4,4,PAHO
,Niger,17.607789,8.081666,2020-04-17,627,18,110,499,AFRO
,Nigeria,9.082,8.6753,2020-04-17,493,17,159,317,AFRO
,North Macedonia,41.6086,21.7453,2020-04-17,1117,49,139,929,EURO
,Norway,60.472,8.4689,2020-04-17,6937,161,32,6744,EURO
,Oman,21.512583,55.92325500000001,2020-04-17,1069,6,0,1063,EMRO
,Pakistan,30.3753,69.3451,2020-04-17,7638,143,1832,5663,EMRO
,Panama,8.538,-80.7821,2020-04-17,4016,109,98,3809,PAHO
,Papua New Guinea,-6.314993,143.95555,2020-04-17,7,0,0,7,WPRO
,Paraguay,-23.4425,-58.4438,2020-04-17,199,8,30,161,PAHO
,Peru,-9.19,-75.0152,2020-04-17,13489,300,6541,6648,PAHO
,Philippines,12.879721,121.77401699999999,2020-04-17,5878,387,487,5004,WPRO
,Poland,51.9194,19.1451,2020-04-17,8379,332,866,7181,EURO
,Portugal,39.3999,-8.2245,2020-04-17,19022,657,519,17846,EURO
,Qatar,25.3548,51.1839,2020-04-17,4663,7,464,4192,EMRO
,Romania,45.9432,24.9668,2020-04-17,8067,411,1508,6148,EURO
,Russia,61.52401,105.31875600000001,2020-04-17,32008,273,2590,29145,EURO
,Rwanda,-1.9403,29.8739,2020-04-17,143,0,65,78,AFRO
,Saint Lucia,13.9094,-60.9789,2020-04-17,15,0,11,4,PAHO
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-17,12,0,1,11,PAHO
,San Marino,43.9424,12.4578,2020-04-17,435,39,57,339,EURO
,Saudi Arabia,23.885942,45.079162,2020-04-17,7142,87,1049,6006,EMRO
,Senegal,14.4974,-14.4524,2020-04-17,342,2,198,142,AFRO
,Serbia,44.0165,21.0059,2020-04-17,5690,110,534,5046,EURO
,Seychelles,-4.6796,55.492,2020-04-17,11,0,5,6,AFRO
,Singapore,1.2833,103.8333,2020-04-17,5050,11,708,4331,WPRO
,Slovakia,48.669,19.699,2020-04-17,1049,9,175,865,EURO
,Slovenia,46.1512,14.9955,2020-04-17,1304,66,174,1064,EURO
,Somalia,5.152149,46.199616,2020-04-17,116,6,2,108,EMRO
,South Africa,-30.5595,22.9375,2020-04-17,2783,50,903,1830,AFRO
,Spain,40.463667,-3.7492199999999998,2020-04-17,190839,20002,74797,96040,EURO
,Sri Lanka,7.873054,80.77179699999998,2020-04-17,244,7,0,237,SEARO
,Sudan,12.8628,30.2176,2020-04-17,33,6,4,23,EMRO
,Suriname,3.9193,-56.0278,2020-04-17,10,1,6,3,PAHO
,Sweden,60.128161,18.643501,2020-04-17,13216,1400,0,11816,EURO
,Switzerland,46.8182,8.2275,2020-04-17,27078,1327,16400,9351,EURO
,Taiwan,23.7,121.0,2020-04-17,395,6,166,223,WPRO
,Tanzania,-6.369028,34.888822,2020-04-17,147,5,11,131,AFRO
,Thailand,15.870032,100.992541,2020-04-17,2700,47,1689,964,SEARO
,Togo,8.6195,0.8248,2020-04-17,83,5,48,30,AFRO
,Trinidad and Tobago,10.6918,-61.2225,2020-04-17,114,8,20,86,PAHO
,Tunisia,33.886917,9.537499,2020-04-17,864,37,43,784,EMRO
,Turkey,38.9637,35.2433,2020-04-17,78546,1769,8631,68146,EURO
,Uganda,1.373333,32.290275,2020-04-17,56,0,20,36,AFRO
,Ukraine,48.3794,31.1656,2020-04-17,4662,125,246,4291,EURO
,United Arab Emirates,23.424076,53.847818000000004,2020-04-17,6302,37,1188,5077,EMRO
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-17,83,5,35,43,EURO
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-17,61,1,7,53,EURO
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-17,470,20,73,377,EURO
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-17,132,0,105,27,EURO
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-17,291,4,169,118,EURO
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-04-17,11,0,1,10,EURO
,United Kingdom,55.3781,-3.4360000000000004,2020-04-17,116721,16892,0,99829,EURO
,Uruguay,-32.5228,-55.7658,2020-04-17,508,9,294,205,PAHO
,US,40.0,-100.0,2020-04-17,701996,38056,58545,605395,PAHO
,Uzbekistan,41.377491,64.585262,2020-04-17,1405,4,156,1245,EURO
,Venezuela,6.4238,-66.5897,2020-04-17,204,9,111,84,PAHO
,Vietnam,14.058323999999999,108.277199,2020-04-17,268,0,198,70,WPRO
,Zambia,-13.133897,27.849332,2020-04-17,52,2,30,20,AFRO
,Zimbabwe,-19.015438,29.154857,2020-04-17,24,3,2,19,AFRO
Diamond Princess,Canada,0.0,0.0,2020-04-17,0,1,0,-1,PAHO
,Dominica,15.415,-61.371,2020-04-17,16,0,8,8,PAHO
,Grenada,12.1165,-61.678999999999995,2020-04-17,14,0,6,8,PAHO
,Mozambique,-18.665695,35.529562,2020-04-17,34,0,0,34,AFRO
,Syria,34.802075,38.99681500000001,2020-04-17,38,2,0,36,EMRO
,Timor-Leste,-8.874217,125.727539,2020-04-17,18,0,0,18,SEARO
,Belize,17.1899,-88.4976,2020-04-17,18,2,0,16,PAHO
,Laos,19.856270000000002,102.495496,2020-04-17,19,0,2,17,WPRO
,Libya,26.3351,17.228331,2020-04-17,49,1,11,37,EMRO
,West Bank and Gaza,31.9522,35.2332,2020-04-17,307,2,69,236,EMRO
,Guinea-Bissau,11.8037,-15.1804,2020-04-17,43,0,0,43,AFRO
,Mali,17.570692,-3.996166000000001,2020-04-17,171,13,0,158,AFRO
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-17,14,0,0,14,PAHO
Northwest Territories,Canada,64.8255,-124.8457,2020-04-17,5,0,0,5,PAHO
Yukon,Canada,64.2823,-135.0,2020-04-17,8,0,0,8,PAHO
,Kosovo,42.602636,20.902977,2020-04-17,480,12,84,384,EURO
,Burma,21.9162,95.956,2020-04-17,88,4,5,79,SEARO
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-17,3,0,1,2,EURO
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-17,4,0,2,2,EURO
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-17,11,1,0,10,EURO
,Botswana,-22.3285,24.6849,2020-04-17,15,1,0,14,AFRO
,Burundi,-3.3731,29.9189,2020-04-17,5,1,0,4,AFRO
,Sierra Leone,8.460555000000001,-11.779889,2020-04-17,26,0,0,26,AFRO
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-04-17,3,0,0,3,EURO
,Malawi,-13.2543,34.3015,2020-04-17,17,2,3,12,AFRO
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-17,11,0,1,10,EURO
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-17,1,0,0,1,EURO
,South Sudan,6.8770000000000024,31.307,2020-04-17,4,0,0,4,EMRO
,Western Sahara,24.2155,-12.8858,2020-04-17,6,0,0,6,AFRO
,Sao Tome and Principe,0.1864,6.6131,2020-04-17,4,0,0,4,AFRO
,Yemen,15.552726999999999,48.516388,2020-04-17,1,0,0,1,EMRO
,Comoros,-11.6455,43.3333,2020-04-17,0,0,0,0,AFRO
,Tajikistan,38.861,71.2761,2020-04-17,0,0,0,0,EURO
,Lesotho,-29.61,28.2336,2020-04-17,0,0,0,0,AFRO
,Afghanistan,33.93911,67.709953,2020-04-18,933,30,112,791,EMRO
,Albania,41.1533,20.1683,2020-04-18,548,26,302,220,EURO
,Algeria,28.0339,1.6596,2020-04-18,2534,367,894,1273,AFRO
,Andorra,42.5063,1.5218,2020-04-18,704,35,205,464,EURO
,Angola,-11.2027,17.8739,2020-04-18,24,2,6,16,AFRO
,Antigua and Barbuda,17.0608,-61.7964,2020-04-18,23,3,3,17,PAHO
,Argentina,-38.4161,-63.6167,2020-04-18,2758,129,685,1944,PAHO
,Armenia,40.0691,45.0382,2020-04-18,1248,20,523,705,EURO
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-18,103,3,88,12,WPRO
New South Wales,Australia,-33.8688,151.2093,2020-04-18,2936,26,1379,1531,WPRO
Northern Territory,Australia,-12.4634,130.8456,2020-04-18,28,0,9,19,WPRO
Queensland,Australia,-27.4698,153.0251,2020-04-18,1015,6,738,271,WPRO
South Australia,Australia,-34.9285,138.6007,2020-04-18,435,4,331,100,WPRO
Tasmania,Australia,-42.8821,147.3272,2020-04-18,188,7,67,114,WPRO
Victoria,Australia,-37.8136,144.9631,2020-04-18,1319,14,1172,133,WPRO
Western Australia,Australia,-31.9505,115.8605,2020-04-18,544,7,340,197,WPRO
,Austria,47.5162,14.5501,2020-04-18,14671,443,10214,4014,EURO
,Azerbaijan,40.1431,47.5769,2020-04-18,1373,18,590,765,EURO
,Bahamas,25.025885,-78.035889,2020-04-18,55,9,10,36,PAHO
,Bahrain,26.0275,50.55,2020-04-18,1773,7,755,1011,EMRO
,Bangladesh,23.685,90.3563,2020-04-18,2144,84,66,1994,SEARO
,Barbados,13.1939,-59.5432,2020-04-18,75,5,17,53,PAHO
,Belarus,53.7098,27.9534,2020-04-18,5297,45,342,4910,EURO
,Belgium,50.8333,4.469936,2020-04-18,37183,5453,8348,23382,EURO
,Benin,9.3077,2.3158,2020-04-18,35,1,18,16,AFRO
,Bhutan,27.5142,90.4336,2020-04-18,5,0,2,3,SEARO
,Bolivia,-16.2902,-63.5887,2020-04-18,493,31,31,431,PAHO
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-18,1268,47,338,883,EURO
,Brazil,-14.235,-51.9253,2020-04-18,36658,2354,14026,20278,PAHO
,Brunei,4.5353,114.7277,2020-04-18,137,1,113,23,WPRO
,Bulgaria,42.7339,25.4858,2020-04-18,878,41,153,684,EURO
,Burkina Faso,12.2383,-1.5616,2020-04-18,565,36,321,208,AFRO
,Cabo Verde,16.5388,-23.0418,2020-04-18,58,1,1,56,AFRO
,Cambodia,11.55,104.9167,2020-04-18,122,0,103,19,WPRO
,Cameroon,3.8480000000000003,11.5021,2020-04-18,1017,22,177,818,AFRO
Alberta,Canada,53.9333,-116.5765,2020-04-18,2562,51,0,2511,PAHO
British Columbia,Canada,53.7267,-127.6476,2020-04-18,1618,78,0,1540,PAHO
Grand Princess,Canada,0.0,0.0,2020-04-18,13,0,0,13,PAHO
Manitoba,Canada,53.7609,-98.8139,2020-04-18,253,5,0,248,PAHO
New Brunswick,Canada,46.5653,-66.4619,2020-04-18,117,0,0,117,PAHO
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-18,257,3,0,254,PAHO
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-04-18,649,7,0,642,PAHO
Ontario,Canada,51.2538,-85.3232,2020-04-18,11013,564,0,10449,PAHO
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-18,26,0,0,26,PAHO
Quebec,Canada,52.9399,-73.5491,2020-04-18,17521,688,0,16833,PAHO
Saskatchewan,Canada,52.9399,-106.4509,2020-04-18,313,4,0,309,PAHO
,Central African Republic,6.6111,20.9394,2020-04-18,12,0,4,8,AFRO
,Chad,15.4542,18.7322,2020-04-18,33,0,8,25,AFRO
,Chile,-35.6751,-71.543,2020-04-18,9730,126,4035,5569,PAHO
Anhui,China,31.8257,117.2264,2020-04-18,991,6,984,1,WPRO
Beijing,China,40.1824,116.4142,2020-04-18,593,8,509,76,WPRO
Chongqing,China,30.0572,107.874,2020-04-18,579,6,570,3,WPRO
Fujian,China,26.0789,117.9874,2020-04-18,355,1,336,18,WPRO
Gansu,China,35.7518,104.2861,2020-04-18,139,2,137,0,WPRO
Guangdong,China,23.3417,113.4244,2020-04-18,1579,8,1482,89,WPRO
Guangxi,China,23.8298,108.7881,2020-04-18,254,2,252,0,WPRO
Guizhou,China,26.8154,106.8748,2020-04-18,146,2,144,0,WPRO
Hainan,China,19.1959,109.7453,2020-04-18,168,6,162,0,WPRO
Hebei,China,39.549,116.1306,2020-04-18,328,6,0,322,WPRO
Heilongjiang,China,47.861999999999995,127.7615,2020-04-18,892,13,472,407,WPRO
